name,city,cuisines,cost,online_delivery,rating,votes,value_score
The Healthy Rasoi,Gurgaon,"Healthy Food, North Indian, Beverages",500,No,3.7,25,7.4
Burger King,Gurgaon,"Burger, Fast Food",500,Yes,3.0,71,6.0
Hong Kong Express,Gurgaon,"Chinese, Thai",700,Yes,3.2,100,4.571428571428572
Viva Hyderabad,Gurgaon,"Biryani, North Indian",600,Yes,2.3,32,3.833333333333333
Cafe Rouge - Ramada,Gurgaon,"North Eastern, Continental, South Indian, Fast Food",1500,No,3.5,194,2.3333333333333335
Shamji Sweets,Gurgaon,Mithai,200,No,3.2,15,16.0
Sialkoti Vaishno Dhaba,Gurgaon,North Indian,250,No,3.1,16,12.4
Haldiram's,Gurgaon,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,3.6,315,6.0
Club Prison,Gurgaon,Finger Food,1800,No,2.4,53,1.3333333333333333
Maa Bhagwati Tiffins,Gurgaon,North Indian,200,No,3.0,4,15.0
Spices & Sauces,Gurgaon,"North Indian, Continental",1500,No,3.0,8,2.0
Assam Tea Corner,Gurgaon,"Chinese, Street Food",150,No,2.8,6,18.666666666666664
Bakingo,Gurgaon,Bakery,400,No,3.0,4,7.5
Balaji Sweets & Snacks,Gurgaon,"North Indian, South Indian, Chinese",400,No,2.9,6,7.249999999999999
Baxman Delivers,Gurgaon,"North Indian, Chinese, Fast Food, Desserts",800,No,2.9,4,3.6249999999999996
Burger Point,Gurgaon,"Burger, Fast Food",300,No,3.2,20,10.666666666666668
Burger Xpress,Gurgaon,Fast Food,300,No,3.1,20,10.333333333333334
Cafe Coffee Day,Gurgaon,Cafe,450,No,2.8,34,6.222222222222221
Cake Factory,Gurgaon,"Bakery, Desserts",300,Yes,3.3,36,11.0
Cake Maker,Gurgaon,"Street Food, Bakery",200,No,3.0,5,15.0
Captain's Table,Gurgaon,"Bakery, Desserts",200,No,3.1,41,15.5
Carpedium,Gurgaon,"Bakery, Desserts",200,No,3.1,7,15.5
Chef Sack Kitchen,Gurgaon,"Mexican, Lebanese, Italian, Continental, Thai",500,No,3.1,7,6.2
Chinar Junction,Gurgaon,"North Indian, Chinese",600,No,2.8,8,4.666666666666666
Frontier,Gurgaon,Bakery,200,No,2.9,10,14.499999999999998
Ganpati Rasoi,Gurgaon,North Indian,200,No,3.2,11,16.0
Indian & Chinese Corner,Gurgaon,"North Indian, Chinese",400,No,3.1,21,7.75
Juice Lounge,Gurgaon,"Beverages, Fast Food",350,No,3.4,25,9.714285714285714
KB's Kulfi & Icecream,Gurgaon,Ice Cream,200,Yes,3.3,19,16.5
KB's Kulfi & Icecream,Gurgaon,Ice Cream,200,Yes,3.3,43,16.5
Keventers,Gurgaon,Beverages,250,No,2.6,18,10.4
KFC,Gurgaon,"American, Fast Food, Burger",500,Yes,2.7,17,5.4
Madras Cafe,Gurgaon,"South Indian, North Indian, Chinese, Fast Food",300,No,3.3,69,11.0
Madurai Meenakshi Bhawan,Gurgaon,"South Indian, North Indian",300,No,3.4,25,11.333333333333332
Masala Fusion,Gurgaon,"North Indian, Chinese",600,Yes,3.2,52,5.333333333333334
Moti Mahal Delux Tandoori Trail,Gurgaon,"North Indian, Continental",800,No,2.9,16,3.6249999999999996
Mr. & Mrs. Idly,Gurgaon,"South Indian, Chinese",400,No,3.0,5,7.5
Pind Bawarchi,Gurgaon,"North Indian, Chinese",600,Yes,3.1,8,5.166666666666667
Republic of Chicken,Gurgaon,"Raw Meats, Fast Food",400,No,2.8,9,6.999999999999999
Ridhi Sidhi,Gurgaon,"North Indian, Chinese, South Indian",500,Yes,3.0,30,6.0
Romi Da Dhaba,Gurgaon,North Indian,450,No,3.2,34,7.111111111111112
Shamji Sweets,Gurgaon,"Mithai, South Indian, Chinese, Street Food, North Indian",600,No,2.9,26,4.833333333333334
Six Pack Kitchen,Gurgaon,"Healthy Food, Continental",600,No,3.2,13,5.333333333333334
Taste of Dilli 6,Gurgaon,"Chinese, North Indian",650,Yes,2.7,9,4.153846153846154
The Guls,Gurgaon,North Indian,650,No,3.0,21,4.615384615384616
The League Restaurant,Gurgaon,"North Indian, Chinese",900,No,3.1,17,3.4444444444444446
The Plaza Solitaire,Gurgaon,"North Indian, Mughlai, Chinese, South Indian",900,No,3.3,32,3.6666666666666665
Uttarakhand Fast Food,Gurgaon,North Indian,200,No,2.9,6,14.499999999999998
Viva Hyderabad,Gurgaon,"Biryani, North Indian",600,Yes,2.5,70,4.166666666666667
Wahid Food Corner,Gurgaon,North Indian,400,No,2.8,6,6.999999999999999
Zync - Rosewood Hotel,Gurgaon,"North Indian, Chinese, Continental",1000,No,3.0,5,3.0
Konetto Pizza,Gurgaon,Pizza,150,No,3.5,32,23.333333333333336
South Store,Gurgaon,South Indian,200,No,3.5,64,17.5
Captain Bill$ Deliverz,Gurgaon,"North Indian, Chinese, Fast Food",1000,Yes,2.4,23,2.4
China Hut,Gurgaon,"Chinese, Fast Food",300,No,2.4,18,8.0
G Dot,Gurgaon,"North Indian, South Indian, Chinese",400,Yes,2.4,26,6.0
Cake2you,Gurgaon,"Bakery, Desserts",400,No,3.0,4,7.5
Delight Express,Gurgaon,"Chinese, North Indian",400,No,2.9,6,7.249999999999999
Empress,Gurgaon,"North Indian, Chinese",1000,No,2.9,5,2.9
Hotel DDR,Gurgaon,"North Indian, Chinese, Mughlai",500,No,2.8,10,5.6
Khan Kabab Corner,Gurgaon,"Mughlai, North Indian",500,No,3.0,4,6.0
Kwality Cakes and Bakes,Gurgaon,"Bakery, Desserts, Fast Food",350,No,3.2,12,9.142857142857144
Nite Bites,Gurgaon,"North Indian, Chinese, Continental",650,Yes,2.9,4,4.461538461538462
Oriental Kitchen Express,Gurgaon,"Chinese, Thai",450,Yes,3.3,14,7.333333333333333
Royal Mart,Gurgaon,"Bakery, Fast Food",300,No,2.9,4,9.666666666666668
Sikkim Fast Food,Gurgaon,Chinese,350,No,2.7,36,7.714285714285715
ZASTY,Gurgaon,"Continental, North Indian, Asian",500,No,3.5,28,7.0
Maachh Bhaat,Gurgaon,Oriya,600,Yes,3.4,256,5.666666666666666
Domino's Pizza,Gurgaon,"Pizza, Fast Food",700,No,3.3,32,4.714285714285714
GoGourmet,Gurgaon,"Healthy Food, Beverages",600,No,3.2,8,5.333333333333334
Snack Shack,Gurgaon,Chinese,400,Yes,2.7,15,6.750000000000001
Westí©ross,Gurgaon,"Italian, Mexican",400,Yes,3.5,40,8.75
Cake Desire,Gurgaon,Bakery,400,No,3.0,4,7.5
Behrouz Biryani,Gurgaon,Biryani,600,Yes,3.4,17,5.666666666666666
Biryani Art,Gurgaon,"Hyderabadi, North Indian, Biryani",1100,Yes,3.3,8,2.9999999999999996
Daawat-e! Amritsar,Gurgaon,Mughlai,700,Yes,2.9,27,4.142857142857142
Faasos,Gurgaon,"North Indian, Fast Food",600,Yes,3.0,13,5.0
Ovenstory Pizza,Gurgaon,"Pizza, Fast Food",500,Yes,3.3,15,6.6
Pizza Hut Delivery,Gurgaon,"Italian, Pizza, Fast Food",800,Yes,2.7,53,3.3750000000000004
Game n Grillz,Gurgaon,"North Indian, Chinese, Fast Food",850,No,3.6,169,4.23529411764706
Hamoni Red: Play Cafe,Gurgaon,Cafe,900,No,3.9,25,4.333333333333333
Machan,Gurgaon,"North Indian, Chinese",900,No,3.3,88,3.6666666666666665
Mainland China,Gurgaon,Chinese,1800,No,3.3,563,1.8333333333333333
Pind Balluchi,Gurgaon,"North Indian, Mughlai",800,Yes,3.4,1022,4.25
Sagar Ratna,Gurgaon,"South Indian, North Indian, Chinese",600,No,2.7,235,4.500000000000001
Sasuraal,Gurgaon,"North Indian, Mughlai",1400,Yes,3.3,586,2.357142857142857
feel ALIVE,Gurgaon,"North Indian, American, Asian, Biryani",1200,No,4.7,69,3.9166666666666665
Matchbox,Gurgaon,"Continental, North Indian, Chinese",1500,No,4.8,245,3.1999999999999997
Prankster,Gurgaon,"Modern Indian, North Indian",1500,No,4.8,1478,3.1999999999999997
21 Gun Salute,Gurgaon,"North Indian, Mughlai, Asian, Continental",2000,Yes,3.9,1365,1.95
Backyard Underground,Gurgaon,"Continental, Italian, North Indian, American",1400,No,3.5,134,2.5
Bikanervala,Gurgaon,"Mithai, North Indian, South Indian, Fast Food, Street Food, Chinese",550,Yes,3.8,966,6.909090909090909
Chin Chin,Gurgaon,Chinese,1500,Yes,3.5,429,2.3333333333333335
Domino's Pizza,Gurgaon,"Pizza, Fast Food",700,No,3.6,146,5.142857142857142
Eggjactly,Gurgaon,"American, Fast Food",500,No,3.7,241,7.4
Gola Sizzlers,Gurgaon,"Chinese, North Indian, Mughlai, Continental",1500,No,3.5,853,2.3333333333333335
Hunter Valley,Gurgaon,"Mexican, Italian, North Indian, Chinese",1600,No,3.6,254,2.2500000000000004
Jungle Jamboree,Gurgaon,"Continental, Chinese, Thai, Mughlai, North Indian",1500,No,3.8,1317,2.533333333333333
McDonald's,Gurgaon,"Fast Food, Burger",500,Yes,3.5,187,7.0
My Bar Headquarters By Dockyard,Gurgaon,"Continental, North Indian, Chinese, European, Asian",1500,No,3.9,401,2.6
Punjabi by Nature,Gurgaon,North Indian,1500,Yes,3.6,302,2.4000000000000004
Sandys Cocktails & Kitchen,Gurgaon,"Asian, European",1800,Yes,3.9,297,2.1666666666666665
Sense Of Spirits,Gurgaon,"North Indian, Chinese, Continental, Thai",1200,No,3.9,280,3.25
Starbucks,Gurgaon,Cafe,700,No,3.7,269,5.285714285714286
Swagath,Gurgaon,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,No,3.6,289,2.4000000000000004
The Old School Brew House,Gurgaon,"Continental, Burger, Pizza, North Indian, European, Finger Food",2000,No,3.9,96,1.95
Barcelos,Gurgaon,"Portuguese, African, Lebanese",1400,No,4.0,322,2.857142857142857
Boombox Brewstreet,Gurgaon,"North Indian, Italian, Chinese, American",1600,No,4.4,391,2.7500000000000004
BRONX Bar Exchange,Gurgaon,"Chinese, Continental, North Indian, Mexican",2100,No,4.1,569,1.952380952380952
Djinggs,Gurgaon,"Asian, Seafood",1500,No,4.1,105,2.7333333333333334
Downtown - Diners & Living Beer Cafe,Gurgaon,"North Indian, Chinese, Italian, Continental",1800,No,4.4,3569,2.4444444444444446
Drifters Cafe,Gurgaon,"Chinese, Thai, Asian",400,No,4.1,208,10.249999999999998
Gung The Palace,Gurgaon,Korean,2500,Yes,4.2,327,1.6800000000000002
Magadh and Awadh,Gurgaon,"Bihari, Lucknowi, North Indian",1200,Yes,4.0,226,3.3333333333333335
Mamagoto,Gurgaon,"Asian, Thai, Chinese",1600,Yes,4.1,875,2.5624999999999996
Molecule Air Bar,Gurgaon,"Continental, North Indian, Italian, Chinese",1500,No,4.2,1809,2.8
Nagai,Gurgaon,"Japanese, Sushi",3300,No,4.3,56,1.303030303030303
PitStop BrewPub,Gurgaon,"Continental, Italian, North Indian, Mughlai",1250,No,4.4,166,3.52
The Classroom,Gurgaon,"North Indian, Italian, Parsi, Asian, Kerala",1200,No,4.4,146,3.666666666666667
buí©no,Gurgaon,"Healthy Food, Cafe, Desserts, Italian, Bakery",650,Yes,3.8,99,5.846153846153846
Bottles and Barrels,Gurgaon,"North Indian, Asian, Italian",1850,No,4.0,242,2.1621621621621623
A One Rasoi,Gurgaon,North Indian,500,No,3.1,11,6.2
Angeethi,Gurgaon,"North Indian, Chinese, Mughlai",450,No,2.7,73,6.0
Burger Point,Gurgaon,"Burger, Fast Food",300,No,2.7,7,9.000000000000002
Cafe Coffee Day,Gurgaon,Cafe,450,No,3.1,23,6.888888888888889
Cake Castle,Gurgaon,"Bakery, Fast Food",250,Yes,3.2,23,12.8
CHA,Gurgaon,"Beverages, Fast Food",200,No,3.2,7,16.0
Chai Point,Gurgaon,"Tea, Fast Food",200,Yes,2.9,10,14.499999999999998
Fees - The Cloud Kitchen,Gurgaon,"North Indian, Mughlai",850,No,2.9,5,3.411764705882353
Food Ka Mood,Gurgaon,"North Indian, Chinese",500,Yes,3.1,34,6.2
Frozen Factory,Gurgaon,"Desserts, Beverages",200,No,3.1,7,15.5
Goli Vada Pav No. 1,Gurgaon,Street Food,150,Yes,3.1,5,20.666666666666668
Green Chick Chop,Gurgaon,"Raw Meats, North Indian, Fast Food",350,No,3.1,14,8.857142857142858
Harichatni.com,Gurgaon,"North Indian, Street Food",500,No,2.9,7,5.8
Kk Chaap Express,Gurgaon,"Fast Food, North Indian",250,No,3.3,8,13.2
Latenight.in,Gurgaon,"North Indian, Biryani, Chinese",600,Yes,3.0,8,5.0
Mitran Da Junction,Gurgaon,North Indian,500,No,2.7,7,5.4
Mogambo Kitchen,Gurgaon,"North Indian, Fast Food",350,No,3.1,9,8.857142857142858
Mother Ringlet,Gurgaon,"North Indian, Chinese",450,No,2.5,52,5.555555555555555
Sna-X Point,Gurgaon,"Fast Food, Chinese",300,No,3.2,39,10.666666666666668
Wow! Momo,Gurgaon,"Chinese, Tibetan",400,No,2.9,9,7.249999999999999
Yashna,Gurgaon,"North Indian, Mughlai",500,Yes,2.8,73,5.6
Twigly,Gurgaon,"Asian, Continental, Fast Food",500,Yes,4.5,76,9.0
Bakers Oven,Gurgaon,"Bakery, Desserts",600,Yes,3.6,183,6.0
Dilli 6 On Wheels,Gurgaon,"North Indian, Chinese",250,Yes,3.8,142,15.2
La Pino'z Pizza,Gurgaon,"Pizza, Italian",650,Yes,3.5,22,5.384615384615384
LeanBodyMeals,Gurgaon,"Healthy Food, Salad, Italian, Continental",600,Yes,3.9,144,6.5
Om Sweets & Snacks,Gurgaon,"North Indian, South Indian, Street Food, Mithai",500,Yes,3.5,486,7.0
Tasty Tweets,Gurgaon,Bakery,400,Yes,3.9,104,9.75
The Kathi Rolls,Gurgaon,Fast Food,400,Yes,3.5,136,8.75
Flying Cakes,Gurgaon,Bakery,350,Yes,2.4,13,6.857142857142857
Bikkgane Biryani,Gurgaon,"Biryani, North Indian, Hyderabadi",800,Yes,4.0,530,5.0
Cafeast,Gurgaon,"North Indian, Chinese",500,No,3.0,6,6.0
Yomo-Your Only Momo Outlet,Gurgaon,Fast Food,150,No,3.0,5,20.0
Midnight Sutra,Gurgaon,"North Indian, Fast Food",600,Yes,3.0,174,5.0
Paddy's - The Grub Grill,Gurgaon,"North Indian, Chinese, Fast Food",600,Yes,3.2,11,5.333333333333334
Sugar Rush By Saiba,Gurgaon,"Bakery, Desserts",400,No,4.1,176,10.249999999999998
Bamboo House,Gurgaon,"Chinese, Thai",550,Yes,3.4,64,6.181818181818182
Burger Unlimited Kitchen,Gurgaon,"North Indian, Chinese, Fast Food",600,Yes,3.2,41,5.333333333333334
Cafeteria Point,Gurgaon,Cafe,500,Yes,3.2,24,6.4
Choudhary Gohana Famous Jalebi,Gurgaon,"Mithai, Street Food",200,No,3.2,10,16.0
Curry N' Tandoor,Gurgaon,"Mughlai, North Indian",500,No,3.2,18,6.4
Dawat-e-Ishq,Gurgaon,"North Indian, Chinese",600,Yes,3.3,59,5.5
Delish Bake N Choc,Gurgaon,"Bakery, Fast Food",250,No,2.9,28,11.6
Flavours,Gurgaon,"North Indian, Chinese, Mughlai",600,No,3.3,74,5.5
Om Sweets & Snacks,Gurgaon,"North Indian, South Indian, Street Food, Mithai",500,Yes,2.8,14,5.6
Om Sweets,Gurgaon,"Mithai, North Indian, South Indian, Chinese",300,Yes,3.2,50,10.666666666666668
Raj Restaurant,Gurgaon,"North Indian, Mughlai",700,No,3.1,11,4.428571428571429
Tasha's Artisan Foods,Gurgaon,"Bakery, Desserts",200,No,3.2,10,16.0
Urban Kitchen,Gurgaon,"North Indian, Chinese, Mughlai",500,Yes,3.2,88,6.4
Nite Bites,Gurgaon,"North Indian, Chinese, Continental",650,Yes,3.7,427,5.6923076923076925
Raj Restaurant,Gurgaon,"Chinese, North Indian, Mughlai",700,Yes,2.4,92,3.4285714285714284
Burger Hut,Gurgaon,"Burger, Fast Food, Chinese",300,No,2.8,16,9.333333333333332
Dancing Turkeys,Gurgaon,Continental,800,No,3.3,17,4.125
Zizo,Gurgaon,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,Yes,3.9,233,2.4375
Grill King Kabab & Curries,Gurgaon,"North Indian, Chinese",500,Yes,2.4,20,4.8
Aarush - A Mediterranean Kitchen,Gurgaon,Mediterranean,600,No,3.2,6,5.333333333333334
Blossoms 4 U,Gurgaon,"Bakery, Desserts",300,Yes,3.0,6,10.0
Breakfast@60,Gurgaon,"Chinese, North Indian, South Indian, Healthy Food",120,No,3.1,6,25.833333333333332
Bunny Burgers,Gurgaon,"Fast Food, Burger",400,Yes,3.3,15,8.25
Curry Haus,Gurgaon,North Indian,600,Yes,3.1,4,5.166666666666667
Droolfi,Gurgaon,Desserts,100,No,3.0,4,30.0
Earthen Spices,Gurgaon,"North Indian, Mughlai, Chinese",600,No,2.7,20,4.500000000000001
FatPlates,Gurgaon,North Indian,600,No,3.0,18,5.0
Food4U!,Gurgaon,"North Indian, Chinese, Street Food",600,Yes,3.2,18,5.333333333333334
Ghar Ki Handi,Gurgaon,North Indian,300,No,3.0,6,10.0
Giani,Gurgaon,"Ice Cream, Desserts",300,No,3.2,7,10.666666666666668
Great Desserts Company,Gurgaon,"Bakery, Desserts",300,No,3.3,14,11.0
Green Chick Chop,Gurgaon,"Raw Meats, Fast Food",350,No,2.9,4,8.285714285714285
Mughlai Treat,Gurgaon,"North Indian, Mughlai",500,No,3.2,48,6.4
Munch,Gurgaon,"North Indian, South Indian, Fast Food",700,Yes,3.1,9,4.428571428571429
New Spice World,Gurgaon,"Chinese, Fast Food",600,No,2.9,5,4.833333333333334
Pure Bliss,Gurgaon,"North Indian, Chinese",500,No,3.0,33,6.0
Puskar Raj Momos & Chinese Corner,Gurgaon,Chinese,200,No,3.0,4,15.0
Sai-Yo!,Gurgaon,"North Indian, Chinese",650,Yes,3.1,37,4.769230769230769
Shanghai Cafe,Gurgaon,Chinese,600,Yes,2.6,17,4.333333333333333
The Blaze,Gurgaon,"North Indian, Chinese",750,No,2.9,8,3.8666666666666667
Ullu Delivers,Gurgaon,"North Indian, Chinese",500,Yes,2.8,5,5.6
Yomo-Your Only Momo Outlet,Gurgaon,Fast Food,150,No,3.0,6,20.0
Dimsum Democracy,Gurgaon,Chinese,500,No,3.6,47,7.2
Midnight Hunger,Gurgaon,"Continental, North Indian",400,No,3.8,46,9.5
The Punjab Kitchen,Gurgaon,North Indian,350,Yes,3.9,37,11.142857142857142
Too Maach,Gurgaon,"Bengali, North Indian",800,Yes,3.5,46,4.375
Chawla'sŒ_,Gurgaon,"North Indian, Mughlai, Chinese",800,No,2.2,66,2.7500000000000004
Chy - Na Express,Gurgaon,Chinese,400,Yes,2.2,46,5.500000000000001
Kwality,Gurgaon,"Chinese, Mughlai, North Indian",650,No,2.4,52,3.692307692307692
Brother's Snacks and Shakes,Gurgaon,Fast Food,300,Yes,3.2,12,10.666666666666668
Ginger Garlic,Gurgaon,Chinese,600,Yes,2.8,106,4.666666666666666
Arabicaa 9,Gurgaon,Lebanese,500,No,3.3,22,6.6
Burger Xpress,Gurgaon,Fast Food,300,No,3.4,94,11.333333333333332
Dilli Light,Gurgaon,"North Indian, Chinese",600,Yes,2.6,16,4.333333333333333
KB's Kulfi & Icecream,Gurgaon,Ice Cream,200,Yes,2.8,11,13.999999999999998
MyLoveBiryani.Com,Gurgaon,"North Indian, Biryani",350,No,3.2,16,9.142857142857144
Tandoori Adda,Gurgaon,"North Indian, Mughlai, Chinese",450,Yes,3.2,32,7.111111111111112
Tiffins 4 U,Gurgaon,North Indian,200,No,3.1,27,15.5
Cafe Cup of Life,Gurgaon,"Cafe, Fast Food, Chinese",550,Yes,3.7,45,6.7272727272727275
DCK- Dana Choga's Kitchen,Gurgaon,"North Indian, Mughlai",800,Yes,3.5,148,4.375
Kishu Di Hatti Sweets,Gurgaon,Mithai,150,No,3.6,20,24.0
KC Bakers,Gurgaon,Bakery,350,Yes,3.2,13,9.142857142857144
Sham Sweets,Gurgaon,"Mithai, Street Food",200,No,2.8,7,13.999999999999998
Gopala,Gurgaon,"Mithai, Street Food",250,No,3.4,37,13.6
Halki Aanch,Gurgaon,"North Indian, Chinese",700,Yes,3.3,64,4.714285714285714
New Sukh Sagar,Gurgaon,Street Food,100,No,3.2,16,32.0
Sweets Corner,Gurgaon,"Mithai, North Indian, Chinese, Street Food",450,No,2.7,28,6.0
Minus5degree,Gurgaon,"Desserts, Ice Cream",200,No,3.6,28,18.000000000000004
Qureshi's Kabab Corner,Gurgaon,"North Indian, Mughlai",650,No,4.0,398,6.153846153846154
Burger Singh,Gurgaon,"Burger, Fast Food",500,Yes,3.4,190,6.8
Captain Bill$ Deliverz,Gurgaon,"North Indian, Chinese, Fast Food",1000,Yes,2.5,65,2.5
Chaayos,Gurgaon,"Cafe, Tea",400,Yes,3.3,39,8.25
Chai Point,Gurgaon,"Tea, Fast Food",200,Yes,3.4,20,17.0
Cyber Adda 24,Gurgaon,"North Indian, Chinese, Fast Food",500,No,3.3,17,6.6
Desi Thaat,Gurgaon,"North Indian, Chinese",400,Yes,3.2,21,8.0
Doughlicious,Gurgaon,"Bakery, Desserts, Fast Food",550,Yes,3.3,175,5.999999999999999
Dunkin' Donuts,Gurgaon,"Burger, Desserts, Fast Food",600,Yes,3.4,138,5.666666666666666
Gulshan Dhaba,Gurgaon,North Indian,150,No,3.4,20,22.666666666666664
Karari Kurry,Gurgaon,"North Indian, Chinese, Fast Food",600,Yes,3.4,51,5.666666666666666
Moti Mahal Delux,Gurgaon,"North Indian, Mughlai",1000,Yes,3.2,32,3.2
Needs Gourmet,Gurgaon,"North Indian, Chinese, Italian",750,No,3.1,57,4.133333333333334
Rao's Meeting Point,Gurgaon,"South Indian, North Indian, Chinese",300,No,3.4,54,11.333333333333332
Sadabahar Hotel,Gurgaon,North Indian,400,No,2.9,41,7.249999999999999
Sagar Ratna,Gurgaon,"South Indian, North Indian, Chinese",600,Yes,2.5,188,4.166666666666667
Shri Ram Restaurant,Gurgaon,"North Indian, Street Food, Mithai",400,No,3.1,68,7.75
Shri Ram Restaurant,Gurgaon,"North Indian, Mithai, Street Food",400,No,2.6,30,6.500000000000001
Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,Yes,2.9,58,5.8
Subway,Gurgaon,"American, Fast Food, Salad, Healthy Food",500,Yes,2.9,101,5.8
Sugarcraft Patisserie,Gurgaon,Bakery,800,No,3.3,16,4.125
Tea Halt,Gurgaon,Cafe,500,Yes,2.8,22,5.6
The Golden Dragon,Gurgaon,"Chinese, Seafood, Japanese",1500,Yes,2.6,83,1.7333333333333334
The Spice Room,Gurgaon,"North Indian, Chinese",1350,Yes,3.4,155,2.5185185185185186
The Tongue Twister,Gurgaon,"Chinese, North Indian, Mughlai",600,No,3.4,40,5.666666666666666
56 Fresca,Gurgaon,Italian,750,Yes,3.7,30,4.933333333333334
BreakfastBay,Gurgaon,"Healthy Food, Continental, North Indian, Salad",200,Yes,3.5,30,17.5
Cafe Maple Street,Gurgaon,"Cafe, Bakery, Desserts",500,Yes,3.5,84,7.0
Fat Lulu's,Gurgaon,"Pizza, Italian",1250,Yes,3.7,21,2.96
Fat Monk,Gurgaon,"Chinese, Asian",400,Yes,3.9,22,9.75
First Eat,Gurgaon,"Healthy Food, North Indian",300,No,3.6,57,12.0
Flying Tuk Tuk,Gurgaon,Asian,1100,No,3.9,28,3.5454545454545454
FreshMenu,Gurgaon,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,Yes,3.9,101,6.5
Little Skillet,Gurgaon,"North Indian, Chinese, Fast Food",500,No,3.5,26,7.0
PKay,Gurgaon,"North Indian, Continental",1600,No,3.7,28,2.3125000000000004
Shama Chicken Corner,Gurgaon,Biryani,500,No,3.6,35,7.2
Starbucks,Gurgaon,Cafe,700,No,3.7,51,5.285714285714286
Tandoori Nation,Gurgaon,"North Indian, Mughlai, Chinese",950,Yes,3.5,39,3.6842105263157894
Truffle Tangles,Gurgaon,"Bakery, Desserts, North Indian, Bengali, South Indian",300,No,3.5,37,11.666666666666668
Domino's Pizza,Gurgaon,"Pizza, Fast Food",700,No,2.3,70,3.2857142857142856
KB's Icecream & Kulfis,Gurgaon,Ice Cream,200,Yes,2.3,26,11.5
Wah Ji Wah,Gurgaon,North Indian,450,No,2.4,42,5.333333333333333
The Brewhouse,Gurgaon,Continental,2500,No,4.1,56,1.64
Cake Point,Gurgaon,"Bakery, Desserts",600,Yes,2.8,7,4.666666666666666
Shyam Sweets,Gurgaon,"Street Food, Mithai",100,No,2.8,9,27.999999999999996
Uma Foodies' Hut,Gurgaon,"North Indian, Chinese, Mughlai",700,No,3.1,33,4.428571428571429
Bikanervala,Gurgaon,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",600,Yes,3.4,178,5.666666666666666
Indian Grill Room,Gurgaon,"North Indian, Mughlai",1800,Yes,4.5,1262,2.5
Oriental Fusion,Gurgaon,"Chinese, Thai, Malaysian, Indonesian",650,Yes,3.3,199,5.076923076923077
Purani Dilli's Al Karam Kebab House,Gurgaon,"North Indian, Mughlai, Biryani",950,Yes,3.4,483,3.5789473684210527
Rollmaal,Gurgaon,"Fast Food, North Indian, Chinese",500,Yes,3.4,346,6.8
Speedy Chow,Gurgaon,"Chinese, Thai",850,Yes,3.2,241,3.764705882352941
Arabian Nites,Gurgaon,Lebanese,450,Yes,3.8,158,8.444444444444443
Giani's,Gurgaon,"Ice Cream, Desserts",400,Yes,3.7,92,9.250000000000002
Giani,Gurgaon,"Ice Cream, Desserts",400,Yes,3.6,115,9.000000000000002
Juste Miam,Gurgaon,"Bakery, Desserts, Fast Food",300,Yes,3.9,94,13.0
Patiala Shahi,Gurgaon,"North Indian, Mughlai",800,Yes,3.5,118,4.375
The Kathis,Gurgaon,"North Indian, Street Food",300,Yes,3.8,48,12.666666666666666
Wai Yu Mun Ching,Gurgaon,"Chinese, Thai",800,Yes,3.6,321,4.500000000000001
Bernardo's,Gurgaon,Goan,2000,Yes,4.0,429,2.0
Biryani Art,Gurgaon,"Hyderabadi, North Indian, Biryani",1100,Yes,4.1,344,3.727272727272727
Nosh,Gurgaon,"North Indian, Mughlai",700,Yes,4.1,103,5.857142857142857
Tandoor Express,Gurgaon,North Indian,500,Yes,4.2,67,8.4
Tandoori KnockOuts,Gurgaon,"Fast Food, North Indian",500,Yes,4.2,112,8.4
Udaipuri,Gurgaon,"North Indian, Rajasthani, Asian",700,Yes,4.0,157,5.714285714285714
Begonia,Gurgaon,Bakery,500,No,3.0,8,6.0
Cakes & Muffins,Gurgaon,Bakery,400,No,3.3,21,8.25
Halki Aanch,Gurgaon,"North Indian, Chinese",700,Yes,2.7,39,3.8571428571428577
Hungry Gopal,Gurgaon,"Bengali, Fast Food",450,No,3.2,27,7.111111111111112
Kuzo,Gurgaon,"North Indian, Fast Food",300,No,3.2,10,10.666666666666668
Lovecrumbs Bakery,Gurgaon,Bakery,1000,No,3.4,16,3.4
Organic Express,Gurgaon,"Healthy Food, North Indian, Italian, Salad",700,Yes,3.4,20,4.857142857142857
Pizza Hut,Gurgaon,"Italian, Pizza, Fast Food",1000,Yes,2.8,80,2.8
Roti Te Boti,Gurgaon,North Indian,600,Yes,2.8,42,4.666666666666666
Behrouz Biryani,Gurgaon,Biryani,600,Yes,3.7,49,6.166666666666667
Cafí© Burger BC,Gurgaon,Fast Food,300,Yes,3.7,65,12.333333333333334
Dilli Darbar,Gurgaon,"North Indian, Mughlai, Chinese",550,Yes,3.7,52,6.7272727272727275
Fu.D,Gurgaon,"Cafe, Fast Food",250,Yes,3.7,58,14.8
Jarfull,Gurgaon,"South Indian, Desserts, Beverages",200,Yes,3.7,25,18.500000000000004
